Gene stable ID	Protein stable ID
ENSJJAG00000001120	ENSJJAP00000001209
ENSJJAG00000001121	ENSJJAP00000001210
ENSJJAG00000001122	ENSJJAP00000001211
ENSJJAG00000001123	ENSJJAP00000001214
ENSJJAG00000001124	ENSJJAP00000001212
ENSJJAG00000001125	ENSJJAP00000001213
ENSJJAG00000001130	ENSJJAP00000001216
ENSJJAG00000001130	ENSJJAP00000001220
ENSJJAG00000001138	ENSJJAP00000001264
ENSJJAG00000001138	ENSJJAP00000001272
ENSJJAG00000001140	ENSJJAP00000001243
ENSJJAG00000001140	ENSJJAP00000001248
ENSJJAG00000001141	ENSJJAP00000001217
ENSJJAG00000001143	ENSJJAP00000001231
ENSJJAG00000001143	ENSJJAP00000001238
ENSJJAG00000001143	ENSJJAP00000001241
ENSJJAG00000001144	ENSJJAP00000001215
ENSJJAG00000001145	ENSJJAP00000001247
ENSJJAG00000001145	ENSJJAP00000001254
ENSJJAG00000001145	ENSJJAP00000001258
ENSJJAG00000001146	ENSJJAP00000001219
ENSJJAG00000001147	ENSJJAP00000001224
ENSJJAG00000001147	ENSJJAP00000001230
ENSJJAG00000001148	ENSJJAP00000001232
ENSJJAG00000001150	ENSJJAP00000001240
ENSJJAG00000001151	ENSJJAP00000001233
ENSJJAG00000001163	ENSJJAP00000001265
ENSJJAG00000001164	ENSJJAP00000001317
ENSJJAG00000001164	ENSJJAP00000001354
ENSJJAG00000001165	ENSJJAP00000001245
ENSJJAG00000001167	ENSJJAP00000001234
ENSJJAG00000001168	ENSJJAP00000001260
ENSJJAG00000001168	ENSJJAP00000001271
ENSJJAG00000001169	ENSJJAP00000001227
ENSJJAG00000001170	ENSJJAP00000001235
ENSJJAG00000001171	ENSJJAP00000001261
ENSJJAG00000001173	ENSJJAP00000001228
ENSJJAG00000001174	ENSJJAP00000001226
ENSJJAG00000001186	ENSJJAP00000001308
ENSJJAG00000001186	ENSJJAP00000001311
ENSJJAG00000001187	ENSJJAP00000001222
ENSJJAG00000001188	ENSJJAP00000001251
ENSJJAG00000001188	ENSJJAP00000001255
ENSJJAG00000001188	ENSJJAP00000001256
ENSJJAG00000001188	ENSJJAP00000001257
ENSJJAG00000001190	ENSJJAP00000001223
ENSJJAG00000001191	ENSJJAP00000001246
ENSJJAG00000001191	ENSJJAP00000001253
ENSJJAG00000001192	ENSJJAP00000001237
ENSJJAG00000001192	ENSJJAP00000001239
ENSJJAG00000001192	ENSJJAP00000001242
ENSJJAG00000001193	ENSJJAP00000001229
ENSJJAG00000001209	ENSJJAP00000001301
ENSJJAG00000001209	ENSJJAP00000001303
ENSJJAG00000001211	ENSJJAP00000001332
ENSJJAG00000001211	ENSJJAP00000001342
ENSJJAG00000001211	ENSJJAP00000001346
ENSJJAG00000001221	ENSJJAP00000001244
ENSJJAG00000001225	ENSJJAP00000001259
ENSJJAG00000001225	ENSJJAP00000001268
ENSJJAG00000001225	ENSJJAP00000001273
ENSJJAG00000001226	ENSJJAP00000001249
ENSJJAG00000001227	ENSJJAP00000001250
ENSJJAG00000001229	ENSJJAP00000001252
ENSJJAG00000001230	ENSJJAP00000001392
ENSJJAG00000001230	ENSJJAP00000001399
ENSJJAG00000001232	ENSJJAP00000001280
ENSJJAG00000001243	ENSJJAP00000001320
ENSJJAG00000001243	ENSJJAP00000001325
ENSJJAG00000001243	ENSJJAP00000001335
ENSJJAG00000001246	ENSJJAP00000001262
ENSJJAG00000001247	ENSJJAP00000001284
ENSJJAG00000001247	ENSJJAP00000001289
ENSJJAG00000001248	ENSJJAP00000001277
ENSJJAG00000001249	ENSJJAP00000001263
ENSJJAG00000001250	ENSJJAP00000001283
ENSJJAG00000001251	ENSJJAP00000001269
ENSJJAG00000001252	ENSJJAP00000001270
ENSJJAG00000001253	ENSJJAP00000001266
ENSJJAG00000001255	ENSJJAP00000001279
ENSJJAG00000001267	ENSJJAP00000001275
ENSJJAG00000001268	ENSJJAP00000001309
ENSJJAG00000001269	ENSJJAP00000001274
ENSJJAG00000001270	ENSJJAP00000001281
ENSJJAG00000001281	ENSJJAP00000001290
ENSJJAG00000001281	ENSJJAP00000001291
ENSJJAG00000001284	ENSJJAP00000001285
ENSJJAG00000001285	ENSJJAP00000001288
ENSJJAG00000001286	ENSJJAP00000001292
ENSJJAG00000001294	ENSJJAP00000001296
ENSJJAG00000001298	ENSJJAP00000001299
ENSJJAG00000001300	ENSJJAP00000001314
ENSJJAG00000001302	ENSJJAP00000001312
ENSJJAG00000001302	ENSJJAP00000001313
ENSJJAG00000001302	ENSJJAP00000001316
ENSJJAG00000001303	ENSJJAP00000001304
ENSJJAG00000001303	ENSJJAP00000001310
ENSJJAG00000001304	ENSJJAP00000001293
ENSJJAG00000001305	ENSJJAP00000001294
ENSJJAG00000001306	ENSJJAP00000001297
ENSJJAG00000001309	ENSJJAP00000001295
ENSJJAG00000001310	ENSJJAP00000001298
ENSJJAG00000001311	ENSJJAP00000001300
ENSJJAG00000001312	ENSJJAP00000001315
ENSJJAG00000001324	ENSJJAP00000001306
ENSJJAG00000001327	ENSJJAP00000001327
ENSJJAG00000001329	ENSJJAP00000001302
ENSJJAG00000001330	ENSJJAP00000001305
ENSJJAG00000001331	ENSJJAP00000001307
ENSJJAG00000001333	ENSJJAP00000001321
ENSJJAG00000001344	ENSJJAP00000001411
ENSJJAG00000001344	ENSJJAP00000001419
ENSJJAG00000001348	ENSJJAP00000001326
ENSJJAG00000001349	ENSJJAP00000001323
ENSJJAG00000001350	ENSJJAP00000001329
ENSJJAG00000001351	ENSJJAP00000001318
ENSJJAG00000001353	ENSJJAP00000001328
ENSJJAG00000001354	ENSJJAP00000001355
ENSJJAG00000001355	ENSJJAP00000001319
ENSJJAG00000001360	ENSJJAP00000001331
ENSJJAG00000001360	ENSJJAP00000001341
ENSJJAG00000001367	ENSJJAP00000001330
ENSJJAG00000001367	ENSJJAP00000001333
ENSJJAG00000001367	ENSJJAP00000001339
ENSJJAG00000001368	ENSJJAP00000001344
ENSJJAG00000001368	ENSJJAP00000001347
ENSJJAG00000001368	ENSJJAP00000001350
ENSJJAG00000001369	ENSJJAP00000001322
ENSJJAG00000001371	ENSJJAP00000001351
ENSJJAG00000001371	ENSJJAP00000001356
ENSJJAG00000001375	ENSJJAP00000001324
ENSJJAG00000001377	ENSJJAP00000001338
ENSJJAG00000001386	ENSJJAP00000001334
ENSJJAG00000001387	ENSJJAP00000001348
ENSJJAG00000001388	ENSJJAP00000001337
ENSJJAG00000001388	ENSJJAP00000001343
ENSJJAG00000001391	ENSJJAP00000001345
ENSJJAG00000001392	ENSJJAP00000001336
ENSJJAG00000001405	ENSJJAP00000001340
ENSJJAG00000001406	ENSJJAP00000001349
ENSJJAG00000001407	ENSJJAP00000001353
ENSJJAG00000001408	ENSJJAP00000001358
ENSJJAG00000001409	ENSJJAP00000001380
ENSJJAG00000001409	ENSJJAP00000001384
ENSJJAG00000001421	ENSJJAP00000001469
ENSJJAG00000001421	ENSJJAP00000001474
ENSJJAG00000001421	ENSJJAP00000001478
ENSJJAG00000001423	ENSJJAP00000001352
ENSJJAG00000001425	ENSJJAP00000001360
ENSJJAG00000001425	ENSJJAP00000001364
ENSJJAG00000001426	ENSJJAP00000001361
ENSJJAG00000001426	ENSJJAP00000001365
ENSJJAG00000001427	ENSJJAP00000001357
ENSJJAG00000001428	ENSJJAP00000001363
ENSJJAG00000001428	ENSJJAP00000001366
ENSJJAG00000001429	ENSJJAP00000001386
ENSJJAG00000001429	ENSJJAP00000001388
ENSJJAG00000001429	ENSJJAP00000001400
ENSJJAG00000001429	ENSJJAP00000001402
ENSJJAG00000001431	ENSJJAP00000001359
ENSJJAG00000001437	ENSJJAP00000001475
ENSJJAG00000001437	ENSJJAP00000001493
ENSJJAG00000001440	ENSJJAP00000001362
ENSJJAG00000001445	ENSJJAP00000001367
ENSJJAG00000001446	ENSJJAP00000001368
ENSJJAG00000001447	ENSJJAP00000001369
ENSJJAG00000001449	ENSJJAP00000001376
ENSJJAG00000001449	ENSJJAP00000001382
ENSJJAG00000001461	ENSJJAP00000001370
ENSJJAG00000001462	ENSJJAP00000001379
ENSJJAG00000001462	ENSJJAP00000001383
ENSJJAG00000001463	ENSJJAP00000001371
ENSJJAG00000001464	ENSJJAP00000001373
ENSJJAG00000001465	ENSJJAP00000001372
ENSJJAG00000001467	ENSJJAP00000001374
ENSJJAG00000001468	ENSJJAP00000001445
ENSJJAG00000001468	ENSJJAP00000001454
ENSJJAG00000001468	ENSJJAP00000001462
ENSJJAG00000001471	ENSJJAP00000001375
ENSJJAG00000001473	ENSJJAP00000001377
ENSJJAG00000001477	ENSJJAP00000001381
ENSJJAG00000001484	ENSJJAP00000001391
ENSJJAG00000001485	ENSJJAP00000001378
ENSJJAG00000001486	ENSJJAP00000001385
ENSJJAG00000001487	ENSJJAP00000001426
ENSJJAG00000001487	ENSJJAP00000001431
ENSJJAG00000001490	ENSJJAP00000001390
ENSJJAG00000001490	ENSJJAP00000001397
ENSJJAG00000001491	ENSJJAP00000001412
ENSJJAG00000001491	ENSJJAP00000001438
ENSJJAG00000001491	ENSJJAP00000001447
ENSJJAG00000001491	ENSJJAP00000001450
ENSJJAG00000001492	ENSJJAP00000001409
ENSJJAG00000001494	ENSJJAP00000001405
ENSJJAG00000001494	ENSJJAP00000001416
ENSJJAG00000001494	ENSJJAP00000001420
ENSJJAG00000001496	ENSJJAP00000001461
ENSJJAG00000001496	ENSJJAP00000001472
ENSJJAG00000001501	ENSJJAP00000001396
ENSJJAG00000001505	ENSJJAP00000001389
ENSJJAG00000001505	ENSJJAP00000001394
ENSJJAG00000001507	ENSJJAP00000001387
ENSJJAG00000001509	ENSJJAP00000001393
ENSJJAG00000001512	ENSJJAP00000001395
ENSJJAG00000001513	ENSJJAP00000001398
ENSJJAG00000001517	ENSJJAP00000001407
ENSJJAG00000001518	ENSJJAP00000001408
ENSJJAG00000001521	ENSJJAP00000001429
ENSJJAG00000001533	ENSJJAP00000001401
ENSJJAG00000001534	ENSJJAP00000001403
ENSJJAG00000001535	ENSJJAP00000001404
ENSJJAG00000001536	ENSJJAP00000001417
ENSJJAG00000001537	ENSJJAP00000001406
ENSJJAG00000001538	ENSJJAP00000001410
ENSJJAG00000001551	ENSJJAP00000001418
ENSJJAG00000001551	ENSJJAP00000001422
ENSJJAG00000001552	ENSJJAP00000001414
ENSJJAG00000001553	ENSJJAP00000001415
ENSJJAG00000001555	ENSJJAP00000001413
ENSJJAG00000001556	ENSJJAP00000001437
ENSJJAG00000001556	ENSJJAP00000001443
ENSJJAG00000001557	ENSJJAP00000001421
ENSJJAG00000001557	ENSJJAP00000001424
ENSJJAG00000001570	ENSJJAP00000001448
ENSJJAG00000001571	ENSJJAP00000001432
ENSJJAG00000001572	ENSJJAP00000001428
ENSJJAG00000001575	ENSJJAP00000001423
ENSJJAG00000001577	ENSJJAP00000001425
ENSJJAG00000001578	ENSJJAP00000001427
ENSJJAG00000001579	ENSJJAP00000001451
ENSJJAG00000001579	ENSJJAP00000001486
ENSJJAG00000001579	ENSJJAP00000001489
ENSJJAG00000001584	ENSJJAP00000001433
ENSJJAG00000001593	ENSJJAP00000001439
ENSJJAG00000001594	ENSJJAP00000001540
ENSJJAG00000001594	ENSJJAP00000001546
ENSJJAG00000001595	ENSJJAP00000001430
ENSJJAG00000001597	ENSJJAP00000001480
ENSJJAG00000001597	ENSJJAP00000001482
ENSJJAG00000001609	ENSJJAP00000001434
ENSJJAG00000001611	ENSJJAP00000001435
ENSJJAG00000001612	ENSJJAP00000001460
ENSJJAG00000001613	ENSJJAP00000001436
ENSJJAG00000001614	ENSJJAP00000001442
ENSJJAG00000001614	ENSJJAP00000001468
ENSJJAG00000001617	ENSJJAP00000001449
ENSJJAG00000001618	ENSJJAP00000001441
ENSJJAG00000001625	ENSJJAP00000001440
ENSJJAG00000001626	ENSJJAP00000001444
ENSJJAG00000001629	ENSJJAP00000001494
ENSJJAG00000001632	ENSJJAP00000001457
ENSJJAG00000001632	ENSJJAP00000001463
ENSJJAG00000001632	ENSJJAP00000001467
ENSJJAG00000001632	ENSJJAP00000001470
ENSJJAG00000001642	ENSJJAP00000001508
ENSJJAG00000001642	ENSJJAP00000001521
ENSJJAG00000001642	ENSJJAP00000001529
ENSJJAG00000001642	ENSJJAP00000001553
ENSJJAG00000001645	ENSJJAP00000001446
ENSJJAG00000001646	ENSJJAP00000001709
ENSJJAG00000001648	ENSJJAP00000001453
ENSJJAG00000001649	ENSJJAP00000001473
ENSJJAG00000001649	ENSJJAP00000001483
ENSJJAG00000001649	ENSJJAP00000001487
ENSJJAG00000001652	ENSJJAP00000001452
ENSJJAG00000001662	ENSJJAP00000001485
ENSJJAG00000001664	ENSJJAP00000001471
ENSJJAG00000001667	ENSJJAP00000001465
ENSJJAG00000001668	ENSJJAP00000001455
ENSJJAG00000001668	ENSJJAP00000001456
ENSJJAG00000001669	ENSJJAP00000001492
ENSJJAG00000001669	ENSJJAP00000001496
ENSJJAG00000001670	ENSJJAP00000001539
ENSJJAG00000001670	ENSJJAP00000001549
ENSJJAG00000001672	ENSJJAP00000001479
ENSJJAG00000001682	ENSJJAP00000001459
ENSJJAG00000001685	ENSJJAP00000001466
ENSJJAG00000001686	ENSJJAP00000001458
ENSJJAG00000001688	ENSJJAP00000001464
ENSJJAG00000001690	ENSJJAP00000001515
ENSJJAG00000001690	ENSJJAP00000001519
ENSJJAG00000001702	ENSJJAP00000001476
ENSJJAG00000001703	ENSJJAP00000001516
ENSJJAG00000001703	ENSJJAP00000001550
ENSJJAG00000001703	ENSJJAP00000001556
ENSJJAG00000001706	ENSJJAP00000001503
ENSJJAG00000001707	ENSJJAP00000001477
ENSJJAG00000001720	ENSJJAP00000001538
ENSJJAG00000001720	ENSJJAP00000001551
ENSJJAG00000001720	ENSJJAP00000001557
ENSJJAG00000001721	ENSJJAP00000001481
ENSJJAG00000001722	ENSJJAP00000001526
ENSJJAG00000001723	ENSJJAP00000001488
ENSJJAG00000001726	ENSJJAP00000001484
ENSJJAG00000001737	ENSJJAP00000001490
ENSJJAG00000001738	ENSJJAP00000001491
ENSJJAG00000001741	ENSJJAP00000001647
ENSJJAG00000001741	ENSJJAP00000001662
ENSJJAG00000001741	ENSJJAP00000001672
ENSJJAG00000001747	ENSJJAP00000001510
ENSJJAG00000001749	ENSJJAP00000001542
ENSJJAG00000001749	ENSJJAP00000001558
ENSJJAG00000001750	ENSJJAP00000001495
ENSJJAG00000001751	ENSJJAP00000001563
ENSJJAG00000001764	ENSJJAP00000001501
ENSJJAG00000001765	ENSJJAP00000001497
ENSJJAG00000001765	ENSJJAP00000001499
ENSJJAG00000001766	ENSJJAP00000001507
ENSJJAG00000001769	ENSJJAP00000001498
ENSJJAG00000001772	ENSJJAP00000001502
ENSJJAG00000001778	ENSJJAP00000001509
ENSJJAG00000001779	ENSJJAP00000001518
ENSJJAG00000001779	ENSJJAP00000001524
ENSJJAG00000001781	ENSJJAP00000001500
ENSJJAG00000001782	ENSJJAP00000001595
ENSJJAG00000001783	ENSJJAP00000001506
ENSJJAG00000001784	ENSJJAP00000001504
ENSJJAG00000001784	ENSJJAP00000001511
ENSJJAG00000001785	ENSJJAP00000001505
ENSJJAG00000001786	ENSJJAP00000001522
ENSJJAG00000001786	ENSJJAP00000001525
ENSJJAG00000001786	ENSJJAP00000001534
ENSJJAG00000001787	ENSJJAP00000001585
ENSJJAG00000001788	ENSJJAP00000001527
ENSJJAG00000001788	ENSJJAP00000001531
ENSJJAG00000001801	ENSJJAP00000001513
ENSJJAG00000001802	ENSJJAP00000001609
ENSJJAG00000001802	ENSJJAP00000001619
ENSJJAG00000001802	ENSJJAP00000001624
ENSJJAG00000001803	ENSJJAP00000001514
ENSJJAG00000001804	ENSJJAP00000001547
ENSJJAG00000001806	ENSJJAP00000001533
ENSJJAG00000001807	ENSJJAP00000001517
ENSJJAG00000001813	ENSJJAP00000001512
ENSJJAG00000001822	ENSJJAP00000001541
ENSJJAG00000001823	ENSJJAP00000001543
ENSJJAG00000001836	ENSJJAP00000001532
ENSJJAG00000001837	ENSJJAP00000001566
ENSJJAG00000001838	ENSJJAP00000001520
ENSJJAG00000001840	ENSJJAP00000001528
ENSJJAG00000001845	ENSJJAP00000001530
ENSJJAG00000001857	ENSJJAP00000001523
ENSJJAG00000001859	ENSJJAP00000001544
ENSJJAG00000001859	ENSJJAP00000001552
ENSJJAG00000001860	ENSJJAP00000001597
ENSJJAG00000001873	ENSJJAP00000001548
ENSJJAG00000001873	ENSJJAP00000001555
ENSJJAG00000001873	ENSJJAP00000001561
ENSJJAG00000001877	ENSJJAP00000001687
ENSJJAG00000001888	ENSJJAP00000001535
ENSJJAG00000001889	ENSJJAP00000001536
ENSJJAG00000001901	ENSJJAP00000001537
ENSJJAG00000001903	ENSJJAP00000001652
ENSJJAG00000001903	ENSJJAP00000001661
ENSJJAG00000001904	ENSJJAP00000001545
ENSJJAG00000001917	ENSJJAP00000001570
ENSJJAG00000001919	ENSJJAP00000001653
ENSJJAG00000001919	ENSJJAP00000001660
ENSJJAG00000001919	ENSJJAP00000001669
ENSJJAG00000001919	ENSJJAP00000001674
ENSJJAG00000001919	ENSJJAP00000001688
ENSJJAG00000001921	ENSJJAP00000001554
ENSJJAG00000001933	ENSJJAP00000001559
ENSJJAG00000001935	ENSJJAP00000001572
ENSJJAG00000001936	ENSJJAP00000001573
ENSJJAG00000001940	ENSJJAP00000001560
ENSJJAG00000001940	ENSJJAP00000001565
ENSJJAG00000001950	ENSJJAP00000001575
ENSJJAG00000001951	ENSJJAP00000001650
ENSJJAG00000001951	ENSJJAP00000001666
ENSJJAG00000001951	ENSJJAP00000001679
ENSJJAG00000001952	ENSJJAP00000001900
ENSJJAG00000001952	ENSJJAP00000001911
ENSJJAG00000001952	ENSJJAP00000001926
ENSJJAG00000001952	ENSJJAP00000001938
ENSJJAG00000001952	ENSJJAP00000001948
ENSJJAG00000001953	ENSJJAP00000001562
ENSJJAG00000001954	ENSJJAP00000001564
ENSJJAG00000001967	ENSJJAP00000001577
ENSJJAG00000001967	ENSJJAP00000001584
ENSJJAG00000001969	ENSJJAP00000001567
ENSJJAG00000001970	ENSJJAP00000001715
ENSJJAG00000001970	ENSJJAP00000001720
ENSJJAG00000001970	ENSJJAP00000001722
ENSJJAG00000001971	ENSJJAP00000001580
ENSJJAG00000001974	ENSJJAP00000001578
ENSJJAG00000001985	ENSJJAP00000001588
ENSJJAG00000001985	ENSJJAP00000001599
ENSJJAG00000001987	ENSJJAP00000001576
ENSJJAG00000001988	ENSJJAP00000001569
ENSJJAG00000001989	ENSJJAP00000001568
ENSJJAG00000001990	ENSJJAP00000001596
ENSJJAG00000001991	ENSJJAP00000001593
ENSJJAG00000002004	ENSJJAP00000001574
ENSJJAG00000002005	ENSJJAP00000001571
ENSJJAG00000002006	ENSJJAP00000001668
ENSJJAG00000002006	ENSJJAP00000001673
ENSJJAG00000002006	ENSJJAP00000001689
ENSJJAG00000002006	ENSJJAP00000001701
ENSJJAG00000002007	ENSJJAP00000001579
ENSJJAG00000002007	ENSJJAP00000001587
ENSJJAG00000002009	ENSJJAP00000001644
ENSJJAG00000002009	ENSJJAP00000001651
ENSJJAG00000002021	ENSJJAP00000001589
ENSJJAG00000002021	ENSJJAP00000001591
ENSJJAG00000002023	ENSJJAP00000001581
ENSJJAG00000002024	ENSJJAP00000001582
ENSJJAG00000002025	ENSJJAP00000001615
ENSJJAG00000002026	ENSJJAP00000001631
ENSJJAG00000002027	ENSJJAP00000001598
ENSJJAG00000002040	ENSJJAP00000001583
ENSJJAG00000002041	ENSJJAP00000001586
ENSJJAG00000002044	ENSJJAP00000001606
ENSJJAG00000002055	ENSJJAP00000001592
ENSJJAG00000002056	ENSJJAP00000001601
ENSJJAG00000002056	ENSJJAP00000001605
ENSJJAG00000002059	ENSJJAP00000001594
ENSJJAG00000002060	ENSJJAP00000001590
ENSJJAG00000002063	ENSJJAP00000001608
ENSJJAG00000002063	ENSJJAP00000001613
ENSJJAG00000002074	ENSJJAP00000001637
ENSJJAG00000002074	ENSJJAP00000001648
ENSJJAG00000002075	ENSJJAP00000001600
ENSJJAG00000002076	ENSJJAP00000001602
ENSJJAG00000002077	ENSJJAP00000001607
ENSJJAG00000002081	ENSJJAP00000001617
ENSJJAG00000002084	ENSJJAP00000001640
ENSJJAG00000002085	ENSJJAP00000001603
ENSJJAG00000002089	ENSJJAP00000001620
ENSJJAG00000002094	ENSJJAP00000001604
ENSJJAG00000002095	ENSJJAP00000001616
ENSJJAG00000002095	ENSJJAP00000001621
ENSJJAG00000002097	ENSJJAP00000001612
ENSJJAG00000002102	ENSJJAP00000001611
ENSJJAG00000002103	ENSJJAP00000001625
ENSJJAG00000002103	ENSJJAP00000001627
ENSJJAG00000002103	ENSJJAP00000001635
ENSJJAG00000002104	ENSJJAP00000001626
ENSJJAG00000002115	ENSJJAP00000001610
ENSJJAG00000002118	ENSJJAP00000001632
ENSJJAG00000002119	ENSJJAP00000001645
ENSJJAG00000002128	ENSJJAP00000001614
ENSJJAG00000002128	ENSJJAP00000001622
ENSJJAG00000002130	ENSJJAP00000001702
ENSJJAG00000002130	ENSJJAP00000001710
ENSJJAG00000002135	ENSJJAP00000001664
ENSJJAG00000002150	ENSJJAP00000001764
ENSJJAG00000002150	ENSJJAP00000001774
ENSJJAG00000002161	ENSJJAP00000001618
ENSJJAG00000002178	ENSJJAP00000001623
ENSJJAG00000002181	ENSJJAP00000001628
ENSJJAG00000002186	ENSJJAP00000001634
ENSJJAG00000002194	ENSJJAP00000001636
ENSJJAG00000002196	ENSJJAP00000001633
ENSJJAG00000002196	ENSJJAP00000001638
ENSJJAG00000002196	ENSJJAP00000001641
ENSJJAG00000002198	ENSJJAP00000001629
ENSJJAG00000002201	ENSJJAP00000001630
ENSJJAG00000002202	ENSJJAP00000001649
ENSJJAG00000002215	ENSJJAP00000001639
ENSJJAG00000002216	ENSJJAP00000001643
ENSJJAG00000002217	ENSJJAP00000001642
ENSJJAG00000002218	ENSJJAP00000001646
ENSJJAG00000002220	ENSJJAP00000001694
ENSJJAG00000002220	ENSJJAP00000001703
ENSJJAG00000002221	ENSJJAP00000001654
ENSJJAG00000002222	ENSJJAP00000001655
ENSJJAG00000002223	ENSJJAP00000001670
ENSJJAG00000002223	ENSJJAP00000001676
ENSJJAG00000002237	ENSJJAP00000001830
ENSJJAG00000002238	ENSJJAP00000001659
ENSJJAG00000002239	ENSJJAP00000001656
ENSJJAG00000002240	ENSJJAP00000001657
ENSJJAG00000002241	ENSJJAP00000001665
ENSJJAG00000002241	ENSJJAP00000001675
ENSJJAG00000002241	ENSJJAP00000001681
ENSJJAG00000002242	ENSJJAP00000001663
ENSJJAG00000002243	ENSJJAP00000001658
ENSJJAG00000002255	ENSJJAP00000001671
ENSJJAG00000002257	ENSJJAP00000001751
ENSJJAG00000002258	ENSJJAP00000001667
ENSJJAG00000002259	ENSJJAP00000001695
ENSJJAG00000002260	ENSJJAP00000001684
ENSJJAG00000002261	ENSJJAP00000001690
ENSJJAG00000002274	ENSJJAP00000001677
ENSJJAG00000002275	ENSJJAP00000001697
ENSJJAG00000002275	ENSJJAP00000001704
ENSJJAG00000002276	ENSJJAP00000001755
ENSJJAG00000002277	ENSJJAP00000001686
ENSJJAG00000002278	ENSJJAP00000001685
ENSJJAG00000002280	ENSJJAP00000001692
ENSJJAG00000002280	ENSJJAP00000001699
ENSJJAG00000002281	ENSJJAP00000001691
ENSJJAG00000002293	ENSJJAP00000001678
ENSJJAG00000002294	ENSJJAP00000001680
ENSJJAG00000002296	ENSJJAP00000001682
ENSJJAG00000002297	ENSJJAP00000001683
ENSJJAG00000002299	ENSJJAP00000001696
ENSJJAG00000002299	ENSJJAP00000001706
ENSJJAG00000002311	ENSJJAP00000001693
ENSJJAG00000002315	ENSJJAP00000001700
ENSJJAG00000002328	ENSJJAP00000001698
ENSJJAG00000002329	ENSJJAP00000001727
ENSJJAG00000002329	ENSJJAP00000001734
ENSJJAG00000002329	ENSJJAP00000001743
ENSJJAG00000002330	ENSJJAP00000001705
ENSJJAG00000002331	ENSJJAP00000001707
ENSJJAG00000002332	ENSJJAP00000001716
ENSJJAG00000002332	ENSJJAP00000001718
ENSJJAG00000002334	ENSJJAP00000001708
ENSJJAG00000002335	ENSJJAP00000001712
ENSJJAG00000002338	ENSJJAP00000001719
ENSJJAG00000002346	ENSJJAP00000001711
ENSJJAG00000002351	ENSJJAP00000001713
ENSJJAG00000002352	ENSJJAP00000001714
ENSJJAG00000002353	ENSJJAP00000001717
ENSJJAG00000002354	ENSJJAP00000001721
ENSJJAG00000002355	ENSJJAP00000001725
ENSJJAG00000002356	ENSJJAP00000001884
ENSJJAG00000002357	ENSJJAP00000001739
ENSJJAG00000002358	ENSJJAP00000001723
ENSJJAG00000002371	ENSJJAP00000001724
ENSJJAG00000002371	ENSJJAP00000001730
ENSJJAG00000002372	ENSJJAP00000001726
ENSJJAG00000002373	ENSJJAP00000001729
ENSJJAG00000002374	ENSJJAP00000001811
ENSJJAG00000002374	ENSJJAP00000001819
ENSJJAG00000002374	ENSJJAP00000001822
ENSJJAG00000002374	ENSJJAP00000001847
ENSJJAG00000002374	ENSJJAP00000001860
ENSJJAG00000002375	ENSJJAP00000001728
ENSJJAG00000002376	ENSJJAP00000001733
ENSJJAG00000002378	ENSJJAP00000001803
ENSJJAG00000002379	ENSJJAP00000001731
ENSJJAG00000002381	ENSJJAP00000001856
ENSJJAG00000002386	ENSJJAP00000001735
ENSJJAG00000002393	ENSJJAP00000001766
ENSJJAG00000002393	ENSJJAP00000001785
ENSJJAG00000002394	ENSJJAP00000001732
ENSJJAG00000002396	ENSJJAP00000001753
ENSJJAG00000002397	ENSJJAP00000001757
ENSJJAG00000002398	ENSJJAP00000001749
ENSJJAG00000002400	ENSJJAP00000001752
ENSJJAG00000002401	ENSJJAP00000001767
ENSJJAG00000002404	ENSJJAP00000001736
ENSJJAG00000002404	ENSJJAP00000001746
ENSJJAG00000002414	ENSJJAP00000001787
ENSJJAG00000002416	ENSJJAP00000001742
ENSJJAG00000002417	ENSJJAP00000001924
ENSJJAG00000002417	ENSJJAP00000001934
ENSJJAG00000002417	ENSJJAP00000001952
ENSJJAG00000002417	ENSJJAP00000001968
ENSJJAG00000002417	ENSJJAP00000001975
ENSJJAG00000002418	ENSJJAP00000001778
ENSJJAG00000002419	ENSJJAP00000001738
ENSJJAG00000002420	ENSJJAP00000001791
ENSJJAG00000002420	ENSJJAP00000001796
ENSJJAG00000002420	ENSJJAP00000001798
ENSJJAG00000002420	ENSJJAP00000001802
ENSJJAG00000002424	ENSJJAP00000001741
ENSJJAG00000002424	ENSJJAP00000001747
ENSJJAG00000002434	ENSJJAP00000001740
ENSJJAG00000002438	ENSJJAP00000001737
ENSJJAG00000002439	ENSJJAP00000001763
ENSJJAG00000002440	ENSJJAP00000001838
ENSJJAG00000002452	ENSJJAP00000001744
ENSJJAG00000002452	ENSJJAP00000001745
ENSJJAG00000002454	ENSJJAP00000001750
ENSJJAG00000002456	ENSJJAP00000001748
ENSJJAG00000002457	ENSJJAP00000001762
ENSJJAG00000002457	ENSJJAP00000001768
ENSJJAG00000002474	ENSJJAP00000001765
ENSJJAG00000002474	ENSJJAP00000001771
ENSJJAG00000002474	ENSJJAP00000001777
ENSJJAG00000002474	ENSJJAP00000001783
ENSJJAG00000002483	ENSJJAP00000001756
ENSJJAG00000002487	ENSJJAP00000001758
ENSJJAG00000002492	ENSJJAP00000001760
ENSJJAG00000002497	ENSJJAP00000001770
ENSJJAG00000002497	ENSJJAP00000001776
ENSJJAG00000002498	ENSJJAP00000001759
ENSJJAG00000002508	ENSJJAP00000001761
